TFT Id-Vd,OTFT Id-Vd,,,,,,,,0,2.80E-13,0,-8.90E-12,0,-1.98E-11,0,-3.22E-11,0,-5.79E-11,0,-1.38E-10,0,-4.98E-10,0,-1.83E-09,0,-2.91E-09,0,-2.41E-09,0,-2.33E-09
RecordTime,1/23/19 21:54,,,,,,,,1,9.70E-13,1,-5.20E-12,1,-1.37E-11,1,-2.58E-11,1,-4.58E-11,1,-1.02E-10,1,-3.29E-10,1,-1.06E-09,1,-1.30E-09,1,-9.85E-10,1,-6.61E-10
Device ID,,,,,,,,,2,1.42E-12,2,-3.05E-12,2,-1.05E-11,2,-2.18E-11,2,-3.71E-11,2,-7.69E-11,2,-2.17E-10,2,-6.38E-10,2,-6.15E-10,2,-2.49E-10,2,-1.41E-10
Count,106,,,,,,,,3,1.89E-12,3,-3.99E-12,3,-5.52E-12,3,-1.63E-11,3,-3.30E-11,3,-6.27E-11,3,-1.51E-10,3,-4.05E-10,3,-2.46E-10,3,-6.40E-11,3,-6.53E-11
Flag,,,,,,,,,4,5.84E-12,4,-3.25E-12,4,-2.30E-12,4,-7.96E-12,4,-2.75E-11,4,-4.89E-11,4,-1.11E-10,4,-2.67E-10,4,-6.05E-11,4,9.15E-10,4,4.76E-09
Remarks,,,,,,,,,5,9.75E-12,5,-9.60E-13,5,-1.91E-12,5,1.94E-11,5,-2.10E-11,5,-4.08E-11,5,-8.59E-11,5,-1.75E-10,5,4.80E-10,5,5.75E-09,5,1.37E-08
Vdrain,Vgate,Idrain,gds,Rds,,,,,6,1.28E-11,6,-3.00E-13,6,-9.80E-13,6,3.59E-11,6,-1.74E-11,6,-3.56E-11,6,-6.86E-11,6,-1.30E-10,6,3.48E-09,6,1.29E-08,6,2.43E-08
0,0,2.80E-13,6.90E-13,1.44928E+12,,,,,7,2.06E-11,7,-1.00E-12,7,1.16E-12,7,3.97E-11,7,2.16E-12,7,-2.93E-11,7,-5.46E-11,7,-9.64E-11,7,7.36E-09,7,1.96E-08,7,3.51E-08
1,0,9.70E-13,5.70E-13,1.75439E+12,,,,,8,3.08E-11,8,2.23E-12,8,1.23E-12,8,4.02E-11,8,4.52E-11,8,-2.30E-11,8,-4.80E-11,8,-6.14E-11,8,1.06E-08,8,2.61E-08,8,4.60E-08
2,0,1.42E-12,4.60E-13,2.17391E+12,,,,,9,4.05E-11,9,7.70E-12,9,1.80E-13,9,3.83E-11,9,7.74E-11,9,-1.19E-11,9,-4.09E-11,9,2.15E-10,9,1.38E-08,9,3.22E-08,9,5.63E-08
3,0,1.89E-12,2.21E-12,4.52489E+11,,,,,10,4.98E-11,10,1.18E-11,10,2.72E-12,10,3.92E-11,10,9.06E-11,10,7.50E-11,10,9.77E-12,10,1.21E-09,10,1.59E-08,10,3.82E-08,10,6.63E-08
4,0,5.84E-12,3.93E-12,2.54453E+11,,,,,11,5.97E-11,11,2.06E-11,11,3.08E-12,11,4.17E-11,11,8.88E-11,11,1.61E-10,11,2.35E-10,11,2.12E-09,11,1.82E-08,11,4.33E-08,11,7.74E-08
5,0,9.75E-12,3.46E-12,2.89017E+11,,,,,12,6.78E-11,12,3.38E-11,12,2.91E-12,12,4.11E-11,12,8.97E-11,12,2.38E-10,12,5.22E-10,12,3.30E-09,12,1.96E-08,12,4.78E-08,12,8.48E-08
6,0,1.28E-11,5.42E-12,1.84672E+11,,,,,13,7.47E-11,13,4.71E-11,13,8.58E-12,13,4.17E-11,13,9.08E-11,13,2.61E-10,13,8.58E-10,13,4.61E-09,13,2.09E-08,13,5.17E-08,13,9.41E-08
7,0,2.06E-11,9.03E-12,1.10803E+11,,,,,14,8.41E-11,14,5.93E-11,14,1.40E-11,14,4.30E-11,14,8.99E-11,14,2.60E-10,14,1.14E-09,14,5.49E-09,14,2.19E-08,14,5.55E-08,14,1.01E-07
8,0,3.08E-11,9.94E-12,1.00604E+11,,,,,15,9.49E-11,15,7.56E-11,15,2.25E-11,15,4.28E-11,15,9.16E-11,15,2.61E-10,15,1.26E-09,15,6.13E-09,15,2.31E-08,15,5.87E-08,15,1.07E-07
9,0,4.05E-11,9.48E-12,1.05541E+11,,,,,16,1.03E-10,16,9.30E-11,16,3.27E-11,16,4.32E-11,16,9.36E-11,16,2.63E-10,16,1.27E-09,16,6.57E-09,16,2.40E-08,16,6.13E-08,16,1.13E-07
10,0,4.98E-11,9.60E-12,1.04221E+11,,,,,17,1.11E-10,17,1.06E-10,17,4.68E-11,17,4.53E-11,17,9.17E-11,17,2.61E-10,17,1.27E-09,17,6.87E-09,17,2.39E-08,17,6.23E-08,17,1.18E-07
11,0,5.97E-11,9.04E-12,1.10681E+11,,,,,18,1.24E-10,18,1.20E-10,18,6.14E-11,18,4.66E-11,18,9.35E-11,18,2.62E-10,18,1.25E-09,18,7.01E-09,18,2.39E-08,18,6.59E-08,18,1.23E-07
12,0,6.78E-11,7.53E-12,1.32802E+11,,,,,19,1.35E-10,19,1.37E-10,19,7.45E-11,19,4.64E-11,19,9.46E-11,19,2.65E-10,19,1.25E-09,19,6.95E-09,19,2.38E-08,19,6.61E-08,19,1.25E-07
13,0,7.47E-11,8.15E-12,1.22699E+11,,,,,20,1.45E-10,20,1.49E-10,20,9.19E-11,20,5.13E-11,20,9.66E-11,20,2.64E-10,20,1.24E-09,20,7.04E-09,20,2.45E-08,20,6.59E-08,20,1.28E-07
14,0,8.41E-11,1.01E-11,99255583127,,,,,21,1.60E-10,21,1.60E-10,21,1.08E-10,21,5.38E-11,21,9.56E-11,21,2.68E-10,21,1.26E-09,21,7.00E-09,21,2.36E-08,21,6.61E-08,21,1.33E-07
15,0,9.49E-11,9.47E-12,1.05597E+11,,,,,22,1.73E-10,22,1.75E-10,22,1.21E-10,22,5.99E-11,22,9.64E-11,22,2.67E-10,22,1.32E-09,22,6.92E-09,22,2.34E-08,22,6.60E-08,22,1.34E-07
16,0,1.03E-10,7.96E-12,1.25628E+11,,,,,23,1.88E-10,23,1.86E-10,23,1.36E-10,23,7.14E-11,23,9.89E-11,23,2.70E-10,23,1.28E-09,23,6.91E-09,23,2.39E-08,23,6.55E-08,23,1.35E-07
17,0,1.11E-10,1.05E-11,95328884652,,,,,24,2.04E-10,24,1.98E-10,24,1.50E-10,24,8.38E-11,24,9.84E-11,24,2.66E-10,24,1.27E-09,24,7.03E-09,24,2.38E-08,24,6.53E-08,24,1.36E-07
18,0,1.24E-10,1.21E-11,82440230833,,,,,25,2.23E-10,25,2.11E-10,25,1.62E-10,25,9.68E-11,25,9.88E-11,25,2.66E-10,25,1.29E-09,25,7.02E-09,25,2.39E-08,25,6.81E-08,25,1.37E-07
19,0,1.35E-10,1.05E-11,95238095238,,,,,26,2.43E-10,26,2.26E-10,26,1.73E-10,26,1.11E-10,26,1.02E-10,26,2.74E-10,26,1.30E-09,26,6.99E-09,26,2.36E-08,26,6.58E-08,26,1.36E-07
20,0,1.45E-10,1.25E-11,79808459697,,,,,27,2.65E-10,27,2.40E-10,27,1.87E-10,27,1.24E-10,27,1.02E-10,27,2.69E-10,27,1.29E-09,27,6.85E-09,27,2.38E-08,27,6.73E-08,27,1.37E-07
21,0,1.60E-10,1.40E-11,71377587438,,,,,28,2.93E-10,28,2.53E-10,28,2.01E-10,28,1.36E-10,28,1.02E-10,28,2.72E-10,28,1.30E-09,28,6.64E-09,28,2.36E-08,28,6.72E-08,28,1.35E-07
22,0,1.73E-10,1.38E-11,72306579899,,,,,29,3.19E-10,29,2.72E-10,29,2.12E-10,29,1.47E-10,29,1.05E-10,29,2.70E-10,29,1.32E-09,29,6.72E-09,29,2.37E-08,29,6.78E-08,29,1.35E-07
23,0,1.88E-10,1.56E-11,64267352185,,,,,30,3.51E-10,30,2.91E-10,30,2.24E-10,30,1.61E-10,30,1.09E-10,30,2.73E-10,30,1.32E-09,30,6.71E-09,30,2.35E-08,30,6.74E-08,30,1.35E-07
24,0,2.04E-10,1.77E-11,56465273857,,,,,31,3.86E-10,31,3.09E-10,31,2.41E-10,31,1.73E-10,31,1.14E-10,31,2.70E-10,31,1.30E-09,31,6.58E-09,31,2.36E-08,31,6.64E-08,31,1.35E-07
25,0,2.23E-10,1.92E-11,52164840897,,,,,32,4.36E-10,32,3.33E-10,32,2.55E-10,32,1.84E-10,32,1.19E-10,32,2.70E-10,32,1.31E-09,32,6.58E-09,32,2.41E-08,32,6.59E-08,32,1.35E-07
26,0,2.43E-10,2.11E-11,47348484848,,,,,33,4.79E-10,33,3.59E-10,33,2.71E-10,33,1.97E-10,33,1.29E-10,33,2.79E-10,33,1.35E-09,33,6.55E-09,33,2.39E-08,33,6.72E-08,33,1.34E-07
27,0,2.65E-10,2.50E-11,40016006403,,,,,34,5.35E-10,34,3.87E-10,34,2.91E-10,34,2.11E-10,34,1.38E-10,34,2.75E-10,34,1.26E-09,34,6.62E-09,34,2.36E-08,34,6.65E-08,34,1.35E-07
28,0,2.93E-10,2.69E-11,37105751391,,,,,35,6.00E-10,35,4.20E-10,35,3.10E-10,35,2.24E-10,35,1.47E-10,35,2.70E-10,35,1.26E-09,35,6.60E-09,35,2.34E-08,35,6.56E-08,35,1.34E-07
29,0,3.19E-10,2.91E-11,34387895461,,,,,36,6.75E-10,36,4.63E-10,36,3.32E-10,36,2.39E-10,36,1.59E-10,36,2.70E-10,36,1.30E-09,36,6.58E-09,36,2.35E-08,36,6.56E-08,36,1.38E-07
30,0,3.51E-10,3.34E-11,29931158336,,,,,37,7.44E-10,37,5.09E-10,37,3.57E-10,37,2.57E-10,37,1.71E-10,37,2.74E-10,37,1.29E-09,37,6.57E-09,37,2.40E-08,37,6.54E-08,37,1.35E-07
31,0,3.86E-10,4.24E-11,23571007661,,,,,38,8.34E-10,38,5.66E-10,38,3.87E-10,38,2.76E-10,38,1.83E-10,38,2.75E-10,38,1.27E-09,38,6.40E-09,38,2.37E-08,38,6.50E-08,38,1.31E-07
32,0,4.36E-10,4.66E-11,21450021450,,,,,39,9.61E-10,39,6.14E-10,39,4.19E-10,39,2.95E-10,39,1.99E-10,39,2.67E-10,39,1.26E-09,39,6.48E-09,39,2.37E-08,39,6.52E-08,39,1.34E-07
33,0,4.79E-10,4.95E-11,20199979800,,,,,40,1.11E-09,40,6.92E-10,40,4.58E-10,40,3.19E-10,40,2.15E-10,40,2.73E-10,40,1.28E-09,40,6.44E-09,40,2.35E-08,40,6.45E-08,40,1.33E-07
34,0,5.35E-10,6.05E-11,16523463318,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0,6.00E-10,7.02E-11,14250089063,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,6.75E-10,7.20E-11,13892747986,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0,7.44E-10,7.95E-11,12573871495,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,8.34E-10,1.08E-10,9222114631,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0,9.61E-10,1.36E-10,7341065923,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0,1.11E-09,1.45E-10,6890374147,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-8.90E-12,3.70E-12,2.7027E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,-5.20E-12,2.92E-12,3.4188E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,-3.05E-12,6.05E-13,1.65289E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,-3.99E-12,-1.00E-13,-1E+13,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,-3.25E-12,1.52E-12,6.60066E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,-9.60E-13,1.48E-12,6.77966E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,-3.00E-13,-2.00E-14,-5E+13,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,-1.00E-12,1.27E-12,7.90514E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,2.23E-12,4.35E-12,2.29885E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4,7.70E-12,4.76E-12,2.10084E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4,1.18E-11,6.47E-12,1.54679E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4,2.06E-11,1.10E-11,90744101633,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4,3.38E-11,1.32E-11,75614366730,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4,4.71E-11,1.28E-11,78400627205,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4,5.93E-11,1.43E-11,70175438596,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4,7.56E-11,1.69E-11,59347181009,,,,,,,,,,,,,,,,,,,,,,,,,,
16,4,9.30E-11,1.52E-11,65746219592,,,,,,,,,,,,,,,,,,,,,,,,,,
17,4,1.06E-10,1.37E-11,72806698216,,,,,,,,,,,,,,,,,,,,,,,,,,
18,4,1.20E-10,1.55E-11,64516129032,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,1.37E-10,1.41E-11,71098471383,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4,1.49E-10,1.17E-11,85142613878,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4,1.60E-10,1.30E-11,77041602465,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4,1.75E-10,1.28E-11,78369905956,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4,1.86E-10,1.16E-11,86542622241,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4,1.98E-10,1.26E-11,79396585947,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,2.11E-10,1.42E-11,70224719101,,,,,,,,,,,,,,,,,,,,,,,,,,
26,4,2.26E-10,1.43E-11,70077084793,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4,2.40E-10,1.35E-11,73991860895,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4,2.53E-10,1.63E-11,61538461538,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4,2.72E-10,1.87E-11,53590568060,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4,2.91E-10,1.82E-11,54794520548,,,,,,,,,,,,,,,,,,,,,,,,,,
31,4,3.09E-10,2.13E-11,47025628968,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4,3.33E-10,2.50E-11,39976014391,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4,3.59E-10,2.68E-11,37355248412,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4,3.87E-10,3.05E-11,32803017878,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4,4.20E-10,3.83E-11,26126714566,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4,4.63E-10,4.48E-11,22316447222,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4,5.09E-10,5.17E-11,19351717465,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4,5.66E-10,5.23E-11,19109497420,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4,6.14E-10,6.30E-11,15870496747,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4,6.92E-10,7.85E-11,12743723716,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,-1.98E-11,6.14E-12,1.62866E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,-1.37E-11,4.65E-12,2.15285E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,-1.05E-11,4.09E-12,2.44798E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,-5.52E-12,4.12E-12,2.42718E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,-2.30E-12,1.80E-12,5.54017E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,-1.91E-12,6.60E-13,1.51515E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,-9.80E-13,1.53E-12,6.51466E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1.16E-12,1.11E-12,9.04977E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,1.23E-12,-4.90E-13,-2.04082E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,1.80E-13,7.45E-13,1.34228E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8,2.72E-12,1.45E-12,6.89655E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8,3.08E-12,9.50E-14,1.05263E+13,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8,2.91E-12,2.75E-12,3.63636E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8,8.58E-12,5.56E-12,1.80018E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8,1.40E-11,6.96E-12,1.43678E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
15,8,2.25E-11,9.36E-12,1.06895E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
16,8,3.27E-11,1.21E-11,82372322900,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8,4.68E-11,1.44E-11,69662138628,,,,,,,,,,,,,,,,,,,,,,,,,,
18,8,6.14E-11,1.39E-11,72176109708,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,7.45E-11,1.52E-11,65746219592,,,,,,,,,,,,,,,,,,,,,,,,,,
20,8,9.19E-11,1.66E-11,60222824450,,,,,,,,,,,,,,,,,,,,,,,,,,
21,8,1.08E-10,1.46E-11,68306010929,,,,,,,,,,,,,,,,,,,,,,,,,,
22,8,1.21E-10,1.40E-11,71428571429,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8,1.36E-10,1.44E-11,69662138628,,,,,,,,,,,,,,,,,,,,,,,,,,
24,8,1.50E-10,1.31E-11,76277650648,,,,,,,,,,,,,,,,,,,,,,,,,,
25,8,1.62E-10,1.18E-11,84925690021,,,,,,,,,,,,,,,,,,,,,,,,,,
26,8,1.73E-10,1.27E-11,78462142016,,,,,,,,,,,,,,,,,,,,,,,,,,
27,8,1.87E-10,1.36E-11,73583517292,,,,,,,,,,,,,,,,,,,,,,,,,,
28,8,2.01E-10,1.24E-11,80742834073,,,,,,,,,,,,,,,,,,,,,,,,,,
29,8,2.12E-10,1.19E-11,84068936528,,,,,,,,,,,,,,,,,,,,,,,,,,
30,8,2.24E-10,1.43E-11,69930069930,,,,,,,,,,,,,,,,,,,,,,,,,,
31,8,2.41E-10,1.52E-11,65832784727,,,,,,,,,,,,,,,,,,,,,,,,,,
32,8,2.55E-10,1.50E-11,66755674232,,,,,,,,,,,,,,,,,,,,,,,,,,
33,8,2.71E-10,1.79E-11,55803571429,,,,,,,,,,,,,,,,,,,,,,,,,,
34,8,2.91E-10,1.97E-11,50851767099,,,,,,,,,,,,,,,,,,,,,,,,,,
35,8,3.10E-10,2.07E-11,48285852245,,,,,,,,,,,,,,,,,,,,,,,,,,
36,8,3.32E-10,2.34E-11,42689434365,,,,,,,,,,,,,,,,,,,,,,,,,,
37,8,3.57E-10,2.76E-11,36199095023,,,,,,,,,,,,,,,,,,,,,,,,,,
38,8,3.87E-10,3.13E-11,31964200096,,,,,,,,,,,,,,,,,,,,,,,,,,
39,8,4.19E-10,3.55E-11,28169014085,,,,,,,,,,,,,,,,,,,,,,,,,,
40,8,4.58E-10,3.88E-11,25793139025,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12,-3.22E-11,6.42E-12,1.55763E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,-2.58E-11,5.22E-12,1.91571E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,-2.18E-11,4.76E-12,2.10305E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,-1.63E-11,6.91E-12,1.44823E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,-7.96E-12,1.78E-11,56085249579,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1.94E-11,2.19E-11,45558086560,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,3.59E-11,1.02E-11,98376783079,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,3.97E-11,2.12E-12,4.72813E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,4.02E-11,-7.05E-13,-1.41844E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12,3.83E-11,-5.05E-13,-1.9802E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
10,12,3.92E-11,1.70E-12,5.89971E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,4.17E-11,9.85E-13,1.01523E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,4.11E-11,1.00E-14,1E+14,,,,,,,,,,,,,,,,,,,,,,,,,,
13,12,4.17E-11,9.40E-13,1.06383E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
14,12,4.30E-11,5.35E-13,1.86916E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
15,12,4.28E-11,1.00E-13,1E+13,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12,4.32E-11,1.28E-12,7.8125E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
17,12,4.53E-11,1.71E-12,5.84795E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
18,12,4.66E-11,5.55E-13,1.8018E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,4.64E-11,2.31E-12,4.31965E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
20,12,5.13E-11,3.70E-12,2.7027E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
21,12,5.38E-11,4.32E-12,2.31481E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
22,12,5.99E-11,8.80E-12,1.13701E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
23,12,7.14E-11,1.19E-11,83787180561,,,,,,,,,,,,,,,,,,,,,,,,,,
24,12,8.38E-11,1.27E-11,78926598264,,,,,,,,,,,,,,,,,,,,,,,,,,
25,12,9.68E-11,1.34E-11,74794315632,,,,,,,,,,,,,,,,,,,,,,,,,,
26,12,1.11E-10,1.36E-11,73746312684,,,,,,,,,,,,,,,,,,,,,,,,,,
27,12,1.24E-10,1.28E-11,78277886497,,,,,,,,,,,,,,,,,,,,,,,,,,
28,12,1.36E-10,1.17E-11,85689802913,,,,,,,,,,,,,,,,,,,,,,,,,,
29,12,1.47E-10,1.25E-11,79808459697,,,,,,,,,,,,,,,,,,,,,,,,,,
30,12,1.61E-10,1.28E-11,78094494338,,,,,,,,,,,,,,,,,,,,,,,,,,
31,12,1.73E-10,1.15E-11,87108013937,,,,,,,,,,,,,,,,,,,,,,,,,,
32,12,1.84E-10,1.22E-11,81766148814,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12,1.97E-10,1.36E-11,73421439060,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12,2.11E-10,1.31E-11,76103500761,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12,2.24E-10,1.39E-11,71968333933,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12,2.39E-10,1.67E-11,59790732436,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12,2.57E-10,1.85E-11,53922890267,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12,2.76E-10,1.91E-11,52369730296,,,,,,,,,,,,,,,,,,,,,,,,,,
39,12,2.95E-10,2.12E-11,47069898800,,,,,,,,,,,,,,,,,,,,,,,,,,
40,12,3.19E-10,2.35E-11,42625745951,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16,-5.79E-11,1.21E-11,82576383154,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,-4.58E-11,1.04E-11,96200096200,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,-3.71E-11,6.41E-12,1.56006E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,-3.30E-11,4.79E-12,2.08768E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,-2.75E-11,5.98E-12,1.67364E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16,-2.10E-11,5.08E-12,1.9685E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
6,16,-1.74E-11,1.16E-11,86244070720,,,,,,,,,,,,,,,,,,,,,,,,,,
